visitorid,time_to_abandon_min,time_bucket,bucket_order
1068419,"0,31320000000000003",<30min,1
1068431,"8,252216666666666",<30min,1
1068473,"0,3781666666666667",<30min,1
1068505,"1,9912833333333333",<30min,1
1068551,"8888,915050000001",>24h,7
1068593,"0,0",<30min,1
1068613,"16090,800783333334",>24h,7
1068689,"0,0",<30min,1
1068803,"0,0",<30min,1
1068834,"0,0",<30min,1
1068865,"0,41503333333333337",<30min,1
1068990,"1,512",<30min,1
1069100,"7,306883333333333",<30min,1
1069118,"2,6728666666666667",<30min,1
1069122,"29,088633333333334",<30min,1
1069184,"0,0",<30min,1
1069229,"0,6479166666666667",<30min,1
1069293,"11613,409333333335",>24h,7
1069343,"0,0",<30min,1
1069421,"0,0",<30min,1
1069499,,,
1069541,"0,0",<30min,1
1069670,"0,0",<30min,1
1069704,"0,0",<30min,1
1069790,"0,0",<30min,1
1070068,"0,0",<30min,1
1070096,"1,7017166666666665",<30min,1
1070113,"0,0",<30min,1
1070119,"0,0",<30min,1
1070178,"35665,899666666664",>24h,7
1070204,"4,694083333333333",<30min,1
1070209,"7,567583333333333",<30min,1
1070211,"0,3750666666666667",<30min,1
1070301,"16,1691",<30min,1
1070316,"0,9682499999999999",<30min,1
1070346,"0,0",<30min,1
1070361,"4,6385499999999995",<30min,1
1070367,"0,0",<30min,1
1070413,"0,0",<30min,1
1070582,"4,06265",<30min,1
1070648,"0,0",<30min,1
1070789,"0,0",<30min,1
1070850,"0,0",<30min,1
1070895,"1,0780166666666666",<30min,1
1070932,"3,6104",<30min,1
1070937,"1,5432",<30min,1
1071001,"30,69635",30-60min,2
1071039,"0,0",<30min,1
1071101,"152599,0367",>24h,7
1071115,"130303,22106666668",>24h,7
1071165,"0,0",<30min,1
1071215,"0,0",<30min,1
1071267,"119,9167",1-3h,3
1071297,"0,0",<30min,1
1071436,"0,0",<30min,1
1071597,"0,5676333333333333",<30min,1
1071605,"23131,459066666666",>24h,7
1071620,"7,98105",<30min,1
1071806,"22824,3676",>24h,7
1071828,"0,0",<30min,1
1071831,"0,0",<30min,1
1071908,"0,0",<30min,1
1071992,"0,0",<30min,1
1072004,"1,4662666666666666",<30min,1
1072044,"0,0",<30min,1
1072075,"13512,543333333333",>24h,7
1072089,"0,0",<30min,1
1072150,"0,0",<30min,1
1072185,"0,10313333333333333",<30min,1
1072208,"0,0",<30min,1
1072211,"7873,222633333334",>24h,7
1072217,"0,0",<30min,1
1072339,"141,6584",1-3h,3
1072392,"0,0",<30min,1
1072394,"0,0",<30min,1
1072397,"1,7655166666666666",<30min,1
1072405,"0,7078166666666666",<30min,1
1072461,"543,8476833333333",6-12h,5
1072582,"52,16818333333333",30-60min,2
1072702,"3,9305833333333333",<30min,1
1072825,"0,0",<30min,1
1072845,"910,571",12-24h,6
1072929,"0,4649",<30min,1
1073011,"7,892966666666666",<30min,1
1073015,"2,3498500000000004",<30min,1
1073021,"12818,393883333334",>24h,7
1073069,"0,0",<30min,1
1073090,"0,0",<30min,1
1073173,"5731,039383333334",>24h,7
1073189,"678,5033666666666",6-12h,5
1073330,"0,0",<30min,1
1073355,"0,0",<30min,1
1073450,"0,0",<30min,1
1073626,"35,560116666666666",30-60min,2
1073794,"0,0",<30min,1
1073868,"103902,86094999999",>24h,7
1073875,"15300,52395",>24h,7
1073901,"0,0",<30min,1
1074147,"5839,903133333334",>24h,7
1074171,"0,0",<30min,1
1074262,"1,1991166666666666",<30min,1
1074343,"0,0",<30min,1
1074359,"9,9541",<30min,1
1074391,"0,0",<30min,1
1074485,"0,0",<30min,1
1074514,"0,0",<30min,1
1074643,"0,0",<30min,1
1074649,"0,20866666666666667",<30min,1
1074694,"2438,7889333333337",>24h,7
1074767,"0,0",<30min,1
1074777,"0,0",<30min,1
1074873,"2,0352",<30min,1
1074928,"0,0",<30min,1
1075014,"6,9155999999999995",<30min,1
1075050,"0,0",<30min,1
1075087,"7,085366666666667",<30min,1
1075189,"0,0",<30min,1
1075195,"0,0",<30min,1
1075228,"0,0",<30min,1
1075303,"0,0",<30min,1
1075330,"2,8423166666666666",<30min,1
1075348,"4,932316666666667",<30min,1
1075495,"0,0",<30min,1
1075649,"2,9608333333333334",<30min,1
1075682,"14323,98825",>24h,7
1075723,"0,0",<30min,1
1075729,"12,344349999999999",<30min,1
1075763,"120406,36535000001",>24h,7
1075984,"0,0",<30min,1
1075997,"0,0",<30min,1
1076076,"0,3507",<30min,1
1076114,"0,0",<30min,1
1076181,"0,0",<30min,1
1076235,"0,0",<30min,1
1076242,"0,0",<30min,1
1076257,"0,0",<30min,1
1076276,"3991,077733333333",>24h,7
1076290,"0,9545",<30min,1
1076326,"1151,6638666666665",12-24h,6
1076342,"0,0",<30min,1
1076362,"0,0",<30min,1
1076365,"0,0",<30min,1
1076384,"0,0",<30min,1
1076397,"0,0",<30min,1
1076461,"0,0",<30min,1
1076543,"1979,3573666666666",>24h,7
1076544,"0,0",<30min,1
1076620,"0,0",<30min,1
1076636,"0,0",<30min,1
1076641,"0,0",<30min,1
1076666,"1492,3039333333334",>24h,7
1076714,"0,0",<30min,1
1076734,"0,0",<30min,1
1076770,"6,365866666666666",<30min,1
1076775,"0,0",<30min,1
1076782,"3,3699500000000002",<30min,1
1076819,"0,9611666666666667",<30min,1
1076871,"0,3060333333333333",<30min,1
1076878,"0,0",<30min,1
1076884,"63508,55476666666",>24h,7
1076905,"0,6181833333333333",<30min,1
1076943,"0,3466666666666667",<30min,1
1077019,"0,9841",<30min,1
1077141,"0,0",<30min,1
1077227,"6,178283333333334",<30min,1
1077330,"8,287133333333333",<30min,1
1077430,"1,6953",<30min,1
1077475,"28870,807833333332",>24h,7
1077547,"1,7482666666666666",<30min,1
1077581,"13,942516666666668",<30min,1
1077596,"0,0",<30min,1
1077661,"1654,2836",>24h,7
1077684,"35340,73058333333",>24h,7
1077694,"0,0",<30min,1
1077858,"2286,492566666667",>24h,7
1077885,"0,0",<30min,1
1077952,"0,0",<30min,1
1078026,"577,4114833333333",6-12h,5
1078087,"0,0",<30min,1
1078165,"1530,4522833333333",>24h,7
1078169,"0,0",<30min,1
1078260,"0,0",<30min,1
1078333,"0,0023499999999999997",<30min,1
1078471,"61532,55161666667",>24h,7
1078473,"0,0",<30min,1
1078475,"0,0",<30min,1
1078495,"0,7936166666666666",<30min,1
1078651,"6,711616666666667",<30min,1
1078656,"2832,4802166666664",>24h,7
1078734,"0,0",<30min,1
1078844,"0,6481166666666667",<30min,1
1078911,"128282,83468333333",>24h,7
1078945,"0,0",<30min,1
1078965,"110948,00838333332",>24h,7
1078994,"0,0",<30min,1
1079031,"1,1540166666666667",<30min,1
1079104,"0,14311666666666667",<30min,1
1079107,"0,0",<30min,1
1079171,"0,0",<30min,1
1079193,"0,0",<30min,1
1079274,"0,0",<30min,1
1079316,"218,20125000000002",3-6h,4
1079328,"1,1961166666666665",<30min,1
1079355,"0,0",<30min,1
1079369,"1,3820333333333332",<30min,1
1079463,"0,0",<30min,1
1079541,"0,0",<30min,1
1079566,"0,8866833333333334",<30min,1
1079602,"667,04145",6-12h,5
1079627,"0,0",<30min,1
1079650,"9,30115",<30min,1
1079687,"0,0",<30min,1
1079688,"3,8517333333333337",<30min,1
1079782,"0,9728333333333333",<30min,1
1079973,"8,7751",<30min,1
1080011,"0,0",<30min,1
1080047,"390,2477666666667",6-12h,5
1080113,"3,4537666666666667",<30min,1
1080195,"0,4199",<30min,1
1080206,"0,0",<30min,1
1080295,"2847,518966666667",>24h,7
1080321,"0,0",<30min,1
1080323,"0,0",<30min,1
1080331,"0,0",<30min,1
1080359,"153,22581666666667",1-3h,3
1080378,"0,0",<30min,1
1080386,"0,0",<30min,1
1080498,"1,2379833333333332",<30min,1
1080531,"11,604683333333332",<30min,1
1080532,"0,0",<30min,1
1080546,"0,0",<30min,1
1080550,"0,481",<30min,1
1080571,"484,4471666666667",6-12h,5
1080579,"35918,51881666667",>24h,7
1080642,"0,0",<30min,1
1080645,"0,0",<30min,1
1080700,"0,5714",<30min,1
1080735,"0,0",<30min,1
1080736,"74,84521666666666",1-3h,3
1080762,"10,397483333333334",<30min,1
1080787,"37501,10361666667",>24h,7
1080802,"111,34513333333332",1-3h,3
1080861,"0,0",<30min,1
1081024,"10497,473266666666",>24h,7
1081045,"4,0451500000000005",<30min,1
1081068,"0,0",<30min,1
1081117,"10,6137",<30min,1
1081200,"0,0",<30min,1
1081462,"0,0",<30min,1
1081526,"0,9060833333333334",<30min,1
1081618,"78116,36863333333",>24h,7
1081677,"0,0",<30min,1
1081680,"1,0279166666666666",<30min,1
1081798,"0,0",<30min,1
1081832,"0,0",<30min,1
1081930,"5,78505",<30min,1
1082227,"0,0",<30min,1
1082343,"3,0003666666666664",<30min,1
1082538,"43,13461666666667",30-60min,2
1082605,"0,0",<30min,1
1082608,"1993,6636666666668",>24h,7
1082622,"2,9299833333333334",<30min,1
1082630,"5,595166666666667",<30min,1
1082646,"7,531083333333333",<30min,1
1082652,"0,0",<30min,1
1082669,"0,0",<30min,1
1082771,"0,5577000000000001",<30min,1
1082790,"9,638499999999999",<30min,1
1082810,"41428,449583333335",>24h,7
1082893,"0,0",<30min,1
1082951,"2,6624",<30min,1
1083026,"0,0",<30min,1
1083046,"167,9935",1-3h,3
1083151,"0,0",<30min,1
1083179,"2,795933333333333",<30min,1
1083214,"0,0",<30min,1
1083309,"4,6778666666666675",<30min,1
1083320,"0,06885000000000001",<30min,1
1083324,"0,0",<30min,1
1083430,"0,0",<30min,1
1083494,"2,2848333333333333",<30min,1
1083542,"0,0",<30min,1
1083627,"0,50195",<30min,1
1083630,"1209,4381500000002",12-24h,6
1083633,"0,0",<30min,1
1083652,"0,0",<30min,1
1083722,"0,0",<30min,1
1083802,"0,0",<30min,1
1083807,"0,0",<30min,1
1084053,"0,06865",<30min,1
1084097,"0,0",<30min,1
1084190,"0,0",<30min,1
1084232,"0,0",<30min,1
1084346,"0,0",<30min,1
1084508,"1575,6558666666667",>24h,7
1084518,"2,9756333333333336",<30min,1
1084536,"32,82301666666667",30-60min,2
1084670,"31673,659866666665",>24h,7
1084707,"0,0",<30min,1
1084740,"0,0",<30min,1
1084748,"0,0",<30min,1
1084752,"0,0",<30min,1
1084791,"2,5489666666666664",<30min,1
1084795,"3,117166666666667",<30min,1
1084804,"1,6262333333333332",<30min,1
1084980,"0,0",<30min,1
1084987,"1,6100666666666668",<30min,1
1085097,"0,0",<30min,1
1085133,"0,0",<30min,1
1085185,"1433,8020666666666",12-24h,6
1085336,"159649,11923333333",>24h,7
1085412,"6,67825",<30min,1
1085546,"6,7692499999999995",<30min,1
1085573,"0,27591666666666664",<30min,1
1085641,"0,0",<30min,1
1085686,"0,0",<30min,1
1085778,"0,0",<30min,1
1085789,"6896,962566666667",>24h,7
1085809,"4588,646966666667",>24h,7
1085855,"0,0",<30min,1
1085882,"66425,91033333333",>24h,7
1085883,"0,0",<30min,1
1085900,"3,6390499999999997",<30min,1
1085918,"104,42906666666666",1-3h,3
1085947,"0,0",<30min,1
1086133,"1,4058",<30min,1
1086231,"0,0",<30min,1
1086251,"1,2818833333333333",<30min,1
1086268,"0,0",<30min,1
1086384,"35994,50466666666",>24h,7
1086450,"48,92515",30-60min,2
1086548,"12668,0975",>24h,7
1086723,"0,0",<30min,1
1086724,"44594,27548333334",>24h,7
1086727,"0,0",<30min,1
1086745,"4,563566666666667",<30min,1
1086782,"0,0",<30min,1
1086832,"1,1326833333333333",<30min,1
1086863,"0,0",<30min,1
1086955,"0,0",<30min,1
1087120,"0,0",<30min,1
1087189,"0,0",<30min,1
1087200,"0,0",<30min,1
1087223,"0,0",<30min,1
1087234,"2,20935",<30min,1
1087352,"30567,299433333334",>24h,7
1087410,"0,0",<30min,1
1087667,"0,0",<30min,1
1087738,"0,0",<30min,1
1087754,"0,0",<30min,1
1087781,"1211,5019833333333",12-24h,6
1087843,"0,0",<30min,1
1087844,"2,1218500000000002",<30min,1
1087863,"0,0",<30min,1
1087878,"0,0",<30min,1
1087957,"1372,4931333333334",12-24h,6
1088029,"3,6645666666666665",<30min,1
1088132,"7,421516666666666",<30min,1
1088171,"0,0",<30min,1
1088180,"0,0",<30min,1
1088230,"27,106133333333332",<30min,1
1088321,"0,22586666666666666",<30min,1
1088410,"1,95715",<30min,1
1088441,"0,0",<30min,1
1088522,"0,71365",<30min,1
1088641,"17262,696416666666",>24h,7
1088693,"0,0",<30min,1
1088776,"0,0",<30min,1
1088791,"4109,14065",>24h,7
1088923,"0,0",<30min,1
1088978,"11084,32085",>24h,7
1088995,"2,4930833333333333",<30min,1
1089035,"565,3194333333333",6-12h,5
1089142,"3,9568999999999996",<30min,1
1089180,"1327,51755",12-24h,6
1089227,"0,7780166666666666",<30min,1
1089241,"0,0",<30min,1
1089253,"0,0",<30min,1
1089282,"0,0",<30min,1
1089361,"0,0",<30min,1
1089415,"0,23218333333333332",<30min,1
1089444,"0,0",<30min,1
1089518,"0,0",<30min,1
1089539,"0,0",<30min,1
1089597,"0,22993333333333332",<30min,1
1089643,"2305,7520999999997",>24h,7
1089644,"0,7353666666666666",<30min,1
1089664,"305,9026666666667",3-6h,4
1089677,"7,422766666666666",<30min,1
1089798,"0,0",<30min,1
1089802,"0,0",<30min,1
1089925,"0,14826666666666669",<30min,1
1089947,"0,7981333333333333",<30min,1
1090072,"2,1926833333333335",<30min,1
1090117,"6,1251500000000005",<30min,1
1090129,"0,0",<30min,1
1090131,"21416,192133333334",>24h,7
1090256,"15,7294",<30min,1
1090370,"0,0",<30min,1
1090402,"0,0",<30min,1
1090516,"7173,5082",>24h,7
1090601,"166,88479999999998",1-3h,3
1090644,"0,0",<30min,1
1090691,"0,0",<30min,1
1090763,"0,0",<30min,1
1090816,"0,0",<30min,1
1090866,"0,0",<30min,1
1090921,"0,0",<30min,1
1090971,"19,913333333333334",<30min,1
1091017,"0,0",<30min,1
1091019,"1,3457833333333333",<30min,1
1091109,"3,7735166666666666",<30min,1
1091137,"2116,6694333333335",>24h,7
1091209,"4391,713066666666",>24h,7
1091247,"5,869533333333334",<30min,1
1091317,"3052,3835833333337",>24h,7
1091410,"0,5765999999999999",<30min,1
1091550,"0,0",<30min,1
1091630,"0,0",<30min,1
1091650,"1,1507333333333334",<30min,1
1091681,"0,0",<30min,1
1091699,"0,0013",<30min,1
1091717,"0,6847333333333334",<30min,1
1091739,"5,601083333333333",<30min,1
1091750,"0,0",<30min,1
1091835,"3,08155",<30min,1
1092103,"26025,61753333333",>24h,7
1092120,"501,67150000000004",6-12h,5
1092161,"0,0",<30min,1
1092329,"0,9551",<30min,1
1092355,"118,72338333333333",1-3h,3
1092356,"0,0",<30min,1
1092383,"44522,84413333333",>24h,7
1092463,"0,0",<30min,1
1092464,"0,0",<30min,1
1092614,"6266,175483333333",>24h,7
1092651,"471,51255000000003",6-12h,5
1092694,"115233,75441666666",>24h,7
1092695,"13,089116666666666",<30min,1
1092792,"0,2233",<30min,1
1092822,"13382,449966666667",>24h,7
1092923,"2,6285833333333333",<30min,1
1092949,"2644,3497333333335",>24h,7
1092951,"19616,06645",>24h,7
1092953,"3,803716666666667",<30min,1
1093026,"0,0",<30min,1
1093094,"152,40843333333333",1-3h,3
1093187,"13,884549999999999",<30min,1
1093244,"0,0",<30min,1
1093337,"47132,3621",>24h,7
1093354,"0,0",<30min,1
1093432,"8397,9902",>24h,7
1093504,"0,0",<30min,1
1093549,"15,083333333333334",<30min,1
1093602,"5,401916666666667",<30min,1
1093734,"0,0",<30min,1
1093740,"0,0",<30min,1
1093813,"8114,403283333333",>24h,7
1093880,"0,0",<30min,1
1094048,"0,0",<30min,1
1094086,"0,0",<30min,1
1094113,"0,0",<30min,1
1094174,"0,0",<30min,1
1094182,"0,0",<30min,1
1094184,"3863,49295",>24h,7
1094240,"5431,31865",>24h,7
1094263,"0,0",<30min,1
1094314,"0,0",<30min,1
1094360,"0,0",<30min,1
1094438,"82,61110000000001",1-3h,3
1094588,"843,3491833333334",12-24h,6
1094696,"633,9277",6-12h,5
1094700,"0,0",<30min,1
1094703,"0,0",<30min,1
1094764,"33,12873333333333",30-60min,2
1094801,"6,496300000000001",<30min,1
1094841,"0,0",<30min,1
1094846,"0,0",<30min,1
1094893,"0,0",<30min,1
1094905,"0,0",<30min,1
1094913,"347,52655",3-6h,4
1094999,"10952,190733333333",>24h,7
1095055,"4323,8008500000005",>24h,7
1095082,"1,5735",<30min,1
1095094,"0,0",<30min,1
1095227,"0,0",<30min,1
1095254,"1469,2055166666667",>24h,7
1095398,"0,0",<30min,1
1095517,"0,0",<30min,1
1095521,"0,0",<30min,1
1095608,"0,7091",<30min,1
1095687,"0,0",<30min,1
1095753,"2500,0142666666666",>24h,7
1095831,"47287,33521666667",>24h,7
1095886,"2,0783833333333335",<30min,1
1095887,"0,0",<30min,1
1095918,"0,0",<30min,1
1095921,"0,0",<30min,1
1095994,"14915,405183333332",>24h,7
1096053,"0,0",<30min,1
1096082,"7,463183333333333",<30min,1
1096124,"0,0",<30min,1
1096128,"755,1383999999999",12-24h,6
1096162,"0,0",<30min,1
1096190,"0,5891333333333333",<30min,1
1096211,"0,0",<30min,1
1096215,"0,20426666666666668",<30min,1
1096225,"0,0",<30min,1
1096353,"5,696316666666666",<30min,1
1096362,"0,0",<30min,1
1096468,"0,3454833333333333",<30min,1
1096574,"0,0",<30min,1
1096588,"0,0",<30min,1
1096626,"27,201016666666664",<30min,1
1096633,"0,0",<30min,1
1096666,"6235,830533333333",>24h,7
1096694,"12663,833283333333",>24h,7
1096738,"0,0",<30min,1
1096766,"0,0",<30min,1
1096832,"0,0",<30min,1
1096875,"163,93103333333332",1-3h,3
1096889,"1,6527166666666666",<30min,1
1096982,"3851,1493333333333",>24h,7
1097031,"0,0",<30min,1
1097059,"12228,164166666666",>24h,7
1097073,"0,0",<30min,1
1097075,"2,0629",<30min,1
1097103,"15319,9639",>24h,7
1097126,"33,67301666666667",30-60min,2
1097266,"24,62911666666667",<30min,1
1097271,"0,2637333333333333",<30min,1
1097337,"23,557766666666666",<30min,1
1097374,"15662,12745",>24h,7
1097448,"16,0011",<30min,1
1097498,"181159,06436666666",>24h,7
1097509,"7227,1212",>24h,7
1097618,"0,0",<30min,1
1097629,"0,0",<30min,1
1097652,"0,0",<30min,1
1097773,"0,0",<30min,1
1097845,"73,61063333333333",1-3h,3
1098018,"4384,729916666666",>24h,7
1098074,"0,0",<30min,1
1098248,"0,0",<30min,1
1098360,"0,0",<30min,1
1098372,"0,0",<30min,1
1098407,"0,0",<30min,1
1098410,"6070,914699999999",>24h,7
1098504,"1343,7730666666669",12-24h,6
1098531,"0,0",<30min,1
1098698,"0,22956666666666664",<30min,1
1098863,"921,0191833333333",12-24h,6
1098890,"106409,47686666666",>24h,7
1098893,"149,2615",1-3h,3
1098903,"19,111666666666668",<30min,1
1098943,"175,40196666666668",1-3h,3
1098961,"18,967933333333335",<30min,1
1098974,"0,0",<30min,1
1098985,"0,0",<30min,1
1099047,"0,0",<30min,1
1099060,"0,0",<30min,1
1099115,"0,6085666666666667",<30min,1
1099135,"5,517933333333334",<30min,1
1099217,"2,1498333333333335",<30min,1
1099258,"127,44811666666666",1-3h,3
1099341,"0,0",<30min,1
1099350,"28249,525733333332",>24h,7
1099481,"5,824583333333334",<30min,1
1099494,"0,0",<30min,1
1099496,"15,957433333333334",<30min,1
1099537,"0,0",<30min,1
1099578,"15533,501549999999",>24h,7
1099651,"0,0",<30min,1
1099657,"1,4837333333333333",<30min,1
1099663,"0,23541666666666666",<30min,1
1099673,"0,0",<30min,1
1099776,"28,415066666666668",<30min,1
1099786,"1,3907333333333334",<30min,1
1099963,"0,4637333333333334",<30min,1
1099969,"0,27863333333333334",<30min,1
1100021,"11,401733333333334",<30min,1
1100075,"0,0",<30min,1
1100077,"53,71938333333333",30-60min,2
1100106,"21042,58323333333",>24h,7
1100209,"51834,03501666666",>24h,7
1100270,"0,47114999999999996",<30min,1
1100276,"0,5356166666666666",<30min,1
1100317,"17,92725",<30min,1
1100336,"0,0",<30min,1
1100389,"55,01733333333333",30-60min,2
1100476,"0,0",<30min,1
1100605,"3,6498500000000003",<30min,1
1100655,"0,0",<30min,1
1100712,"28334,713183333333",>24h,7
1100752,"432,9571666666667",6-12h,5
1100784,"0,0",<30min,1
1100870,"113411,4519",>24h,7
1101002,"0,0",<30min,1
1101078,"0,0",<30min,1
1101099,"0,0",<30min,1
1101145,"1289,6217499999998",12-24h,6
1101279,"5,59925",<30min,1
1101453,"0,0",<30min,1
1101468,"0,0",<30min,1
1101551,"0,28158333333333335",<30min,1
1101556,"0,0",<30min,1
1101683,"0,0",<30min,1
1101715,"0,0",<30min,1
1101744,"30155,58855",>24h,7
1101762,"2,3994500000000003",<30min,1
1101766,"0,0",<30min,1
1101870,"0,18630000000000002",<30min,1
1101909,"0,0",<30min,1
1101942,"656,3877833333333",6-12h,5
1101959,"1154,1487000000002",12-24h,6
1101975,"1,5454166666666667",<30min,1
1101993,"0,9256666666666666",<30min,1
1102083,"0,0002666666666666667",<30min,1
1102085,"162745,1961",>24h,7
1102127,"0,1413",<30min,1
1102143,"0,0",<30min,1
1102186,"0,0",<30min,1
1102205,"16452,941316666667",>24h,7
1102231,"0,2765666666666667",<30min,1
1102234,"17717,961133333334",>24h,7
1102240,"0,0",<30min,1
1102272,"0,0",<30min,1
1102284,"0,24618333333333334",<30min,1
1102399,"1,2604",<30min,1
1102524,"8,672166666666667",<30min,1
1102548,"71949,50738333333",>24h,7
1102626,"0,0",<30min,1
1102647,"0,0",<30min,1
1102661,"0,0",<30min,1
1102730,"23,524783333333335",<30min,1
1102811,"0,0",<30min,1
1102872,"0,0",<30min,1
1102997,"0,0",<30min,1
1103008,"2,4904333333333333",<30min,1
1103042,"0,0",<30min,1
1103107,"8623,985183333332",>24h,7
1103178,"0,0",<30min,1
1103215,"27,703533333333333",<30min,1
1103275,"2,2054833333333335",<30min,1
1103291,"0,0",<30min,1
1103395,"97279,84685",>24h,7
1103420,"3,4185333333333334",<30min,1
1103481,"0,0",<30min,1
1103517,"0,55435",<30min,1
1103630,"897,2705833333333",12-24h,6
1103687,"0,0",<30min,1
1103770,"0,0",<30min,1
1103774,"0,0",<30min,1
1103798,"0,0",<30min,1
1103814,"1,4686166666666667",<30min,1
1103871,"0,0",<30min,1
1103881,"3,7984166666666668",<30min,1
1103943,"25276,2522",>24h,7
1104044,"0,0",<30min,1
1104388,"3,8549833333333337",<30min,1
1104410,"34676,90105",>24h,7
1104433,"1,9784666666666666",<30min,1
1104479,"0,0",<30min,1
1104588,"7,425583333333334",<30min,1
1104642,"0,0",<30min,1
1104769,"547,0298",6-12h,5
1104782,"9952,620616666665",>24h,7
1104807,"78055,84190000001",>24h,7
1104845,"0,0",<30min,1
1104956,"0,0",<30min,1
1105034,"0,0",<30min,1
1105037,"13621,9172",>24h,7
1105051,"0,0",<30min,1
1105056,"0,0",<30min,1
1105057,"62196,929083333336",>24h,7
1105159,"5529,578483333333",>24h,7
1105187,"0,0",<30min,1
1105294,"1437,5211666666667",12-24h,6
1105303,"6,244533333333334",<30min,1
1105312,"3,1335333333333333",<30min,1
1105421,"70489,80833333333",>24h,7
1105538,"0,0",<30min,1
1105626,"3,4084",<30min,1
1105634,"32,439083333333336",30-60min,2
1105726,"0,0",<30min,1
1105825,"19,670583333333333",<30min,1
1105901,"47,58296666666667",30-60min,2
1105941,"2,730766666666667",<30min,1
1105951,"3,0501833333333335",<30min,1
1106003,"7051,690116666667",>24h,7
1106127,"0,0",<30min,1
1106174,"66,30706666666667",1-3h,3
1106185,"1,04625",<30min,1
1106517,"10,026933333333334",<30min,1
1106522,"0,0",<30min,1
1106573,"0,0",<30min,1
1106625,"0,0",<30min,1
1106678,"0,9158333333333334",<30min,1
1106722,"0,0",<30min,1
1106740,"0,00025",<30min,1
1106894,"0,0",<30min,1
1106900,"0,0",<30min,1
1106903,"0,0",<30min,1
1106911,"0,0",<30min,1
1106921,"133,77575",1-3h,3
1106948,"0,0",<30min,1
1106977,"0,8597166666666667",<30min,1
1107002,"0,0",<30min,1
1107010,"1,8900000000000001",<30min,1
1107112,"10,954533333333334",<30min,1
1107144,"0,47136666666666666",<30min,1
1107172,"0,010983333333333335",<30min,1
1107181,"7,891516666666666",<30min,1
1107217,"0,0",<30min,1
1107268,"22793,356083333332",>24h,7
1107321,"0,0",<30min,1
1107438,"0,0",<30min,1
1107499,"24620,330283333333",>24h,7
1107565,"0,0",<30min,1
1107601,"9129,4837",>24h,7
1107670,"3,3750333333333336",<30min,1
1107695,"0,0",<30min,1
1107700,"19584,243616666667",>24h,7
1107759,"1864,7966166666668",>24h,7
1107781,"0,7869166666666667",<30min,1
1107788,"0,0",<30min,1
1107789,"159,9372",1-3h,3
1107868,"0,0",<30min,1
1108163,"0,6586166666666667",<30min,1
1108234,"14484,314683333334",>24h,7
1108240,"0,0",<30min,1
1108251,"7290,504466666666",>24h,7
1108258,"4,018283333333334",<30min,1
1108329,"1,6191333333333333",<30min,1
1108342,"10,865383333333334",<30min,1
1108348,"110,6015",1-3h,3
1108354,"0,0",<30min,1
1108366,"2,908783333333333",<30min,1
1108431,"0,0",<30min,1
1108504,"15,089283333333332",<30min,1
1108521,"0,3029833333333333",<30min,1
1108522,"0,0",<30min,1
1108647,"16,33145",<30min,1
1108710,"0,0",<30min,1
1108748,"0,21513333333333332",<30min,1
1108857,"0,07453333333333334",<30min,1
1108881,"0,0",<30min,1
1108948,"0,0",<30min,1
1108963,"36039,24898333333",>24h,7
1108978,"4067,308316666667",>24h,7
1109045,"820,2952166666668",12-24h,6
1109107,"0,0",<30min,1
1109108,"5,9806333333333335",<30min,1
1109128,"184,58386666666667",3-6h,4
1109169,"220,75405",3-6h,4
1109207,"0,0",<30min,1
1109332,"0,0023499999999999997",<30min,1
1109373,"18184,767383333336",>24h,7
1109421,"0,37346666666666667",<30min,1
1109448,"6902,302966666667",>24h,7
1109455,"0,0",<30min,1
1109456,"0,0",<30min,1
1109474,"104029,54773333334",>24h,7
1109485,"44662,01753333334",>24h,7
1109577,"0,0",<30min,1
1109650,"0,0",<30min,1
1109679,"2,1252",<30min,1
1109706,"0,0",<30min,1
1109739,"134014,37703333335",>24h,7
1109759,"0,3877333333333333",<30min,1
1109794,"16657,089083333332",>24h,7
1109806,"1,4624833333333334",<30min,1
1109816,"1112,1796666666667",12-24h,6
1109924,"2869,159416666667",>24h,7
1109928,"0,0",<30min,1
1109939,"0,0",<30min,1
1109946,"0,0",<30min,1
1109950,"5,366483333333333",<30min,1
1109961,"108,7988",1-3h,3
1110097,"0,0",<30min,1
1110102,"11140,350833333334",>24h,7
1110123,"1310,03825",12-24h,6
1110170,"1,502",<30min,1
1110181,"0,0",<30min,1
1110238,"23138,171749999998",>24h,7
1110326,"0,0",<30min,1
1110343,"0,0",<30min,1
1110399,"1,6017166666666667",<30min,1
1110616,"2,3738333333333332",<30min,1
1110623,"20700,376",>24h,7
1110712,"0,0005333333333333334",<30min,1
1110716,"0,0",<30min,1
1110780,"1261,9256666666665",12-24h,6
1110823,"0,0",<30min,1
1110869,"6,095583333333334",<30min,1
1110988,"87613,35936666667",>24h,7
1111043,"1,2130833333333333",<30min,1
1111094,"0,0073",<30min,1
1111126,"0,0",<30min,1
1111359,"5061,94385",>24h,7
1111401,"1136,6127333333332",12-24h,6
1111535,"0,3640666666666667",<30min,1
1111570,"12956,94425",>24h,7
1111579,"0,0",<30min,1
1111867,"13649,704816666666",>24h,7
1111910,"0,0",<30min,1
1111957,"71253,78545000001",>24h,7
1112040,"5,981",<30min,1
1112069,"0,0",<30min,1
1112104,"7,5822666666666665",<30min,1
1112138,"42759,25996666667",>24h,7
1112169,"0,0",<30min,1
1112180,"0,0",<30min,1
